date,unemp_rate,job_openings_index,hires_index,quits_index,cpi_index,real_openings_index,yoy_unemp_rate,yoy_job_openings_index
1994-10-01,5.8,,,,57.76592042686464,,-14.70588235294118,
1994-11-01,5.6,,,,57.92058152573174,,-15.151515151515149,
1994-12-01,5.5,,,,58.036577349882066,,-15.384615384615385,
1995-01-01,5.6,,,,58.19123844874918,,-15.151515151515149,
1995-02-01,5.4,,,,58.345899547616284,,-18.181818181818176,
1995-03-01,5.4,,,,58.461895371766616,,-16.92307692307692,
1995-04-01,5.8,,,,58.69388702006728,,-9.37500000000001,
1995-05-01,5.6,,,,58.80988284421761,,-8.196721311475407,
1995-06-01,5.6,,,,58.925878668367936,,-8.196721311475407,
1995-07-01,5.7,,,,59.00320921780149,,-6.5573770491803245,
1995-08-01,5.7,,,,59.11920504195183,,-4.999999999999993,
1995-09-01,5.6,,,,59.19653559138538,,-5.084745762711873,
1995-10-01,5.5,,,,59.351196690252486,,-5.1724137931034475,
1995-11-01,5.6,,,,59.428527239686034,,0.0,
1995-12-01,5.6,,,,59.505857789119595,,1.8181818181818077,
1996-01-01,5.6,,,,59.815179986853806,,0.0,
1996-02-01,5.5,,,,59.93117581100413,,1.8518518518518379,
1996-03-01,5.5,,,,60.124502184588025,,1.8518518518518379,
1996-04-01,5.6,,,,60.35649383288868,,-3.4482758620689724,
1996-05-01,5.6,,,,60.47248965703902,,0.0,
1996-06-01,5.3,,,,60.58848548118934,,-5.357142857142849,
1996-07-01,5.5,,,,60.70448130533968,,-3.508771929824561,
1996-08-01,5.1,,,,60.781811854773224,,-10.526315789473696,
1996-09-01,5.2,,,,60.9751382283571,,-7.142857142857128,
1996-10-01,5.2,,,,61.168464601941,,-5.454545454545457,
1996-11-01,5.4,,,,61.361790975524876,,-3.5714285714285587,
1996-12-01,5.4,,,,61.51645207439199,,-3.5714285714285587,
1997-01-01,5.3,,,,61.63244789854232,,-5.357142857142849,
1997-02-01,5.2,,,,61.74844372269265,,-5.454545454545457,
1997-03-01,5.2,,,,61.78710899740943,,-5.454545454545457,
1997-04-01,5.1,,,,61.82577427212621,,-8.92857142857143,
1997-05-01,4.9,,,,61.82577427212621,,-12.49999999999999,
1997-06-01,5.0,,,,61.94177009627653,,-5.660377358490565,
1997-07-01,4.9,,,,62.01910064571009,,-10.909090909090901,
1997-08-01,4.8,,,,62.173761744577206,,-5.882352941176472,
1997-09-01,4.9,,,,62.3284228434443,,-5.769230769230771,
1997-10-01,4.7,,,,62.44441866759464,,-9.615384615384615,
1997-11-01,4.6,,,,62.52174921702819,,-14.814814814814826,
1997-12-01,4.7,,,,62.560414491744964,,-12.962962962962965,
1998-01-01,4.6,,,,62.63774504117852,,-13.20754716981133,
1998-02-01,4.6,,,,62.63774504117852,,-11.538461538461553,
1998-03-01,4.7,,,,62.63774504117852,,-9.615384615384615,
1998-04-01,4.3,,,,62.71507559061207,,-15.686274509803921,
1998-05-01,4.4,,,,62.86973668947918,,-10.204081632653061,
